CN,SRV_CN,CTY_CN,PREV_PLT_CN,INVYR,STATECD,UNITCD,COUNTYCD,PLOT,PLOT_STATUS_CD,PLOT_NONSAMPLE_REASN_CD,MEASYEAR,MEASMON,MEASDAY,REMPER,KINDCD,DESIGNCD,RDDISTCD,WATERCD,LAT,LON,ELEV,GROW_TYP_CD,MORT_TYP_CD,P2PANEL,P3PANEL,ECOSUBCD,CONGCD,MANUAL,KINDCD_NC,QA_STATUS,CREATED_DATE,MODIFIED_DATE,MICROPLOT_LOC,DECLINATION,EMAP_HEX,SAMP_METHOD_CD,SUBP_EXAMINE_CD,MACRO_BREAKPOINT_DIA,INTENSITY,CYCLE,SUBCYCLE,ECO_UNIT_PNW,TOPO_POSITION_PNW,NF_SAMPLING_STATUS_CD,NF_PLOT_STATUS_CD,NF_PLOT_NONSAMPLE_REASN_CD,P2VEG_SAMPLING_STATUS_CD,P2VEG_SAMPLING_LEVEL_DETAIL_CD,INVASIVE_SAMPLING_STATUS_CD,INVASIVE_SPECIMEN_RULE_CD,DESIGNCD_P2A,MANUAL_DB,SUBPANEL,CONDCHNGCD_RMRS,FUTFORCD_RMRS,MANUAL_NCRS,MANUAL_NERS,MANUAL_RMRS,PAC_ISLAND_PNWRS,PLOT_SEASON_NERS,PRECIPITATION,PREV_MICROPLOT_LOC_RMRS,PREV_PLOT_STATUS_CD_RMRS,REUSECD1,REUSECD2,REUSECD3,GRND_LYR_SAMPLING_STATUS_CD,GRND_LYR_SAMPLING_METHOD_CD,INCIDENT,FIRE_YEAR_,area,perimeter
"490388052126144","468688377489998","65010497","29395576010497","2018","53","6","31","74302","1",,"2019","9","10",11,"2","502","7","0",47.699916,-122.998488,"2900","2","2","5",,M242Ad,"5306",8,,"1",2020/02/11 14:24:29,2024/08/13 12:55:50,OFFSET,16,,"1","4","30","201","2","8",,"3","0",,,"2","3","0",,,9.2,"2",,,,,,,,,,,,,,,,UNNAMED,"1929",1073766622.463182926177979,618269.369572397670709
"444202208489998","384841469489998","85010497","22827594010497","2017","53","9","19","73478","1",,"2017","9","22",10.4,"2","501","4","0",48.514702,-118.406404,"4300","2","2","4",,M333Ag,"5305",7.1,,"1",2018/02/13 16:06:59,2024/08/13 12:52:24,OFFSET,15,,"1","4","24","202","2","7",,"4","1",,,"2","3","0",,,9.2,"2",,,,,,,,,,,,,,,,UNNAMED,"1929",1073766622.463182926177979,618269.369572397670709
"490388217126144","468688377489998","85010497","29395549010497","2018","53","9","19","95395","1",,"2018","7","21",10.1,"2","501","6","0",48.537438,-118.253725,"3900","2","2","5",,M333Ag,"5305",7.2,,"1",2019/04/11 18:20:48,2024/08/13 12:52:24,OFFSET,15,,"1","4","24","202","2","8",,"3","0",,,"2","3","0",,,9.2,"2",,,,,,,,,,,,,,,,UNNAMED,"1929",1073766622.463182926177979,618269.369572397670709
"345936696489998","310278370489998","85010497","8604558010901","2016","53","9","19","50626","1",,"2016","6","13",9.9,"2","501","6","4",48.564885,-118.297188,"3300","2","2","3","3",M333Ag,"5305",7,,"1",2017/03/29 08:53:44,2024/08/13 12:52:24,OFFSET,15,,"1","4","24","1","6","5",,"4","1",,,"2","3","0",,,9.2,"2",,,,,,,,,,,,,,,,UNNAMED,"1929",1073766622.463182926177979,618269.369572397670709
"24049","153648002020004","85010497",,"2001","53","9","19","33","1",,"2001","7","23",,"0","559",,,48.56184,-118.268616,"312",,,,,M333Ag,"5305",0.1,,,2012/12/13 15:19:04,2024/08/13 12:52:24,,,,"1","4",,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNNAMED,"1929",1073766622.463182926177979,618269.369572397670709
"24873064010900","24548538010900","85010497",,"2004","53","9","19","62508","1",,"2004","10","15",,"1","501","5","0",48.619094,-118.179456,"4300",,,"1",,M333Ae,"5305",2,,"1",2005/04/18 21:14:14,2024/08/13 12:52:24,OFFSET,18,,"1","4","24","1","5","3","0","3",,,,"2","3","0",,,9.2,"2",,,,,,,,,,,,,,,,UNNAMED,"1929",1073766622.463182926177979,618269.369572397670709
"22398219010497","22132268010497","85010497",,"2002","53","9","19","93349","1",,"2002","7","27",,"1","501","6","0",48.597028,-118.44136,"5100",,,"4",,M333Ag,"5305",1.5,,"1",2008/01/25 11:38:06,2024/08/13 12:52:24,OFFSET,21.5,,"1","4","24","201","1","2",,"3",,,,"2","3","0",,,9.2,"1",,,,,,,,,,,"0","0","0",,,UNNAMED,"1929",1073766622.463182926177979,618269.369572397670709
"13034498010497","12963633010497","93010497",,"2005","53","9","51","63556","1",,"2005","8","26",,"1","501","4","0",48.610483,-117.246033,"3300",,,"2",,M333Ad,"5305",2,,"1",2006/02/23 15:30:56,2024/08/13 13:07:10,OFFSET,17.5,,"1","4","24","1","5","4","0","4",,,,"2","3","0",,,9.2,"2",,,,,,,,,,,,,,,,UNNAMED,"1929",1073766622.463182926177979,618269.369572397670709
"22398905010497","22132266010497","85010497",,"2005","53","9","19","88425","1",,"2005","8","11",,"1","501","2","0",48.619047,-118.324587,"4100",,,"2",,M333Ag,"5305",2,,"1",2008/01/24 21:06:15,2024/08/13 12:52:24,OFFSET,17,,"1","4","24","202","1","5",,"4",,,,"2","3","0",,,9.2,"2",,,,,,,,,,,,,,,,UNNAMED,"1929",1073766622.463182926177979,618269.369572397670709
"24199205010900","24120389010900","95010497",,"2002","53","9","65","62490","1",,"2002","5","21",,"1","501","1","4",48.614029,-117.686663,"3100",,,"4",,M333Ad,"5305",1.6,,"1",2005/04/17 10:50:14,2024/08/13 13:13:47,OFFSET,21.5,,"1","4","24","1","5","1","0","4",,,,"2","3","0",,,9.2,"1",,,,,,,,,,,"1","0","0",,,UNNAMED,"1929",1073766622.463182926177979,618269.369572397670709
"24136264010900","24120389010900","85010497",,"2002","53","9","19","73664","1",,"2002","5","22",,"1","501","4","0",48.607575,-118.279441,"4300",,,"4",,M333Ag,"5305",1.6,,"1",2005/04/17 10:21:21,2024/08/13 12:52:24,OFFSET,21.5,,"1","4","24","1","5","1","0","4",,,,"2","3","0",,,9.2,"1",,,,,,,,,,,"0","0","0",,,UNNAMED,"1929",1073766622.463182926177979,618269.369572397670709
"22827502010497","48208116010497","85010497",,"2007","53","9","19","71673","1",,"2007","6","11",,"1","501","7","0",48.598368,-118.47136,"6100",,,"4",,M333Ag,"5305",3,,"1",2013/01/30 08:44:39,2024/08/13 12:52:24,OFFSET,16.5,,"1","4","24","201","1","7",,"3",,,,"2","3","0",,,9.2,"2",,,,,,,,,,,,,,,,UNNAMED,"1929",1073766622.463182926177979,618269.369572397670709
"24487694010900","24456185010900","93010497",,"2003","53","9","51","60036","1",,"2004","10","28",,"1","501","5","0",48.594957,-117.309468,"2700",,,"5",,M333Ad,"5305",1.7,,"1",2005/04/17 13:25:22,2024/08/13 13:07:10,OFFSET,17.5,,"1","4","24","1","5","2",,"7",,,,"2","3","0",,,9.2,"1",,,,,,,,,,,"0","0","0",,,UNNAMED,"1929",1073766622.463182926177979,618269.369572397670709
"22931171010497","29361192010497","85010497",,"2008","53","9","19","89144","1",,"2008","9","8",,"1","501","4","0",48.589782,-118.208341,"2700",,,"5",,M333Ae,"5305",3,,"1",2009/06/06 11:52:05,2024/08/13 12:52:24,OFFSET,16.5,,"1","4","24","1","5","7","0","4",,,,"2","3","0",,,9.2,"2",,,,,,,,,,,,,,,,UNNAMED,"1929",1073766622.463182926177979,618269.369572397670709
"22931270010497","29361192010497","85010497",,"2008","53","9","19","69824","1",,"2008","6","25",,"1","501","5","0",48.617635,-118.432461,"4100",,,"5",,M333Ag,"5305",3,,"1",2009/06/06 11:52:10,2024/08/13 12:52:24,OFFSET,16.5,,"1","4","24","1","5","7","0","7",,,,"2","3","0",,,9.2,"2",,,,,,,,,,,,,,,,UNNAMED,"1929",1073766622.463182926177979,618269.369572397670709
"22399132010497","22132267010497","85010497",,"2006","53","9","19","74029","1",,"2006","6","29",,"1","501","5","4",48.616108,-118.474027,"5500",,,"3",,M333Ag,"5305",3,,"1",2008/01/24 17:34:49,2024/08/13 12:52:24,OFFSET,17,,"1","4","24","202","1","6",,"3",,,,"2","3","0",,,9.2,"2",,,,,,,,,,,,,,,,UNNAMED,"1929",1073766622.463182926177979,618269.369572397670709
"29395686010497","29396164010497","95010497",,"2008","53","9","65","96018","1",,"2008","6","28",,"1","501","5","0",48.609505,-117.65281,"3100",,,"5",,M333Ad,"5305",3,,"1",2009/06/06 11:59:56,2024/08/13 13:13:47,OFFSET,16.5,,"1","4","24","201","1","8",,"4",,,,"2","3","0",,,9.2,"2",,,,,,,,,,,,,,,,UNNAMED,"1929",1073766622.463182926177979,618269.369572397670709
"40220742010497","41062043010497","85010497",,"2010","53","9","19","62619","1",,"2010","6","9",,"1","501","2","0",48.61659,-118.362283,"4100",,,"2",,M333Ag,"5305",4,,"1",2011/07/28 06:20:49,2024/08/13 12:52:24,OFFSET,16,,"1","4","24","1","5","9",,"5",,,,"2","3","0",,,9.2,"1",,,,,,,,,,,,,,,,UNNAMED,"1929",1073766622.463182926177979,618269.369572397670709
"29883154010497","29878196010497","85010497",,"2009","53","9","19","70835","1",,"2009","6","5",,"1","501","5","0",48.591917,-118.361809,"3700",,,"1",,M333Ag,"5305",3,,"1",2010/05/27 12:48:03,2024/08/13 12:52:24,OFFSET,16.5,,"1","4","24","201","1","9",,"3",,,,"2","3","0",,,9.2,"1",,,,,,,,,,,,,,,,UNNAMED,"1929",1073766622.463182926177979,618269.369572397670709
"30763769020004","48466120010497","85010497","24136264010900","2012","53","9","19","73664","1",,"2012","6","10",10.1,"2","501","7","0",48.607575,-118.279441,"4300","2","2","4",,M333Ag,"5305",5.1,,"1",2013/03/12 14:22:36,2024/08/13 12:52:24,OFFSET,16,,"1","4","24","1","6","1",,"4","1",,,"2","3","0",,,9.2,"1",,,,,,,,,,,,,,,,UNNAMED,"1929",1073766622.463182926177979,618269.369572397670709
"48204855010497","48201639010497","95010497",,"2011","53","9","65","79829","1",,"2011","9","27",,"1","501","2","1",48.594097,-117.735466,"3700",,,"3",,M333Ad,"5305",5,,"1",2012/07/26 14:42:10,2024/08/13 13:13:47,OFFSET,16,,"1","4","24","1","5","10",,"5","1",,,"2","3","0",,,9.2,"1",,,,,,,,,,,,,,,,UNNAMED,"1929",1073766622.463182926177979,618269.369572397670709
"29882883010497","29878196010497","85010497",,"2009","53","9","19","59302","1",,"2009","6","4",,"1","501","4","0",48.619429,-118.391039,"3500",,,"1",,M333Ag,"5305",3,,"1",2010/05/27 12:47:23,2024/08/13 12:52:24,OFFSET,16.5,,"1","4","24","201","1","9",,"5",,,,"2","3","0",,,9.2,"1",,,,,,,,,,,,,,,,UNNAMED,"1929",1073766622.463182926177979,618269.369572397670709
"29882890010497","29878196010497","85010497",,"2009","53","9","19","87902","1",,"2009","6","2",,"1","501","5","0",48.590109,-118.39995,"4300",,,"1",,M333Ag,"5305",3,,"1",2010/05/27 12:47:25,2024/08/13 12:52:24,OFFSET,16.5,,"1","4","24","203","1","9",,"5",,,,"2","3","0",,,9.2,"1",,,,,,,,,,,,,,,,UNNAMED,"1929",1073766622.463182926177979,618269.369572397670709
"30852515020004","30431009020004","85010497","22398219010497","2012","53","9","19","93349","1",,"2012","8","2",10,"2","501","6","0",48.597028,-118.44136,"5100","2","2","4",,M333Ag,"5305",5.1,,"1",2013/03/12 14:27:26,2024/08/13 12:52:24,OFFSET,16,,"1","4","24","201","2","2",,"3","1",,,"2","3","0",,,9.2,"1",,,,,,,,,,,,,,,,UNNAMED,"1929",1073766622.463182926177979,618269.369572397670709
"30764177020004","48466120010497","95010497","24199205010900","2012","53","9","65","62490","1",,"2012","5","2",10,"2","501","1","0",48.614029,-117.686663,"3100","2","2","4",,M333Ad,"5305",5.1,,"1",2013/03/12 14:23:33,2024/08/13 13:13:47,OFFSET,15.5,,"1","4","24","1","6","1",,"4","1",,,"2","3","0",,,9.2,"1",,,,,,,,,,,,,,,,UNNAMED,"1929",1073766622.463182926177979,618269.369572397670709
"48206605010497","48201635010497","85010497",,"2011","53","9","19","69441","1",,"2011","7","20",,"1","501","5","1",48.589512,-118.323063,"2700",,,"3",,M333Ag,"5305",5,,"1",2013/07/25 16:00:39,2024/08/13 12:52:24,OFFSET,16,,"1","4","24","202","2","1",,"4","1",,,"2","3","0",,,9.2,"1",,,,,,,,,,,,,,,,UNNAMED,"1929",1073766622.463182926177979,618269.369572397670709
"273641110489998","273493072489998","93010497","13034498010497","2015","53","9","51","63556","1",,"2015","10","20",10.2,"2","501","5","0",48.610483,-117.246033,"3300","2","2","2",,M333Ad,"5305",6.1,,"1",2016/03/07 10:51:46,2024/08/13 13:07:10,OFFSET,15,,"1","4","24","1","6","4",,"4","1",,,"2","3","0",,,9.2,"2",,,,,,,,,,,,,,,,UNNAMED,"1929",1073766622.463182926177979,618269.369572397670709
"48206268010497","48201635010497","85010497",,"2011","53","9","19","78921","1",,"2011","7","14",,"1","501","5","1",48.610955,-118.246821,"3700",,,"3",,M333Ag,"5305",5,,"1",2013/07/25 15:59:13,2024/08/13 12:52:24,OFFSET,16,,"1","4","24","201","2","1",,"2","1",,,"2","3","0",,,9.2,"1",,,,,,,,,,,,,,,,UNNAMED,"1929",1073766622.463182926177979,618269.369572397670709
"40403444010497","41062045010497","85010497",,"2010","53","9","19","90479","1",,"2010","9","1",,"1","501","4","0",48.588002,-118.286084,"3300",,,"2",,M333Ag,"5305",4,,"1",2011/10/12 17:22:19,2024/08/13 12:52:24,OFFSET,16,,"1","4","24","201","1","10",,"7",,,,"2","3","0",,,9.2,"1",,,,,,,,,,,,,,,,UNNAMED,"1929",1073766622.463182926177979,618269.369572397670709
"216958511020004","208669869020004","85010497","24873064010900","2014","53","9","19","62508","1",,"2014","6","5",9.6,"2","501","8","0",48.619094,-118.179456,"4300","2","2","1",,M333Ae,"5305",6,,"1",2015/02/17 12:54:43,2024/08/13 12:52:24,OFFSET,15.5,,"1","4","24","1","6","3",,"3","0",,,"2","3","0",,,9.2,"2",,,,,,,,,,,,,,,,UNNAMED,"1929",1073766622.463182926177979,618269.369572397670709
"290008721489998","273493076489998","85010497","22398905010497","2015","53","9","19","88425","1",,"2015","7","2",9.9,"2","501","2","0",48.619047,-118.324587,"4100","2","2","2",,M333Ag,"5305",6.1,,"1",2016/03/07 10:53:28,2024/08/13 12:52:24,OFFSET,15,,"1","4","24","202","2","5",,"4","1",,,"2","3","0",,,9.2,"2",,,,,,,,,,,,,,,,UNNAMED,"1929",1073766622.463182926177979,618269.369572397670709
"44540365020004","44513111020004","93010497","24487694010900","2013","53","9","51","60036","1",,"2013","9","18",8.9,"2","501","3","4",48.594957,-117.309468,"2700","2","2","5",,M333Ad,"5305",6,,"1",2014/04/11 17:18:10,2024/08/13 13:07:10,OFFSET,15.5,,"1","4","24","1","6","2",,"7","0",,,"2","3","0",,,9.2,"1",,,,,,,,,,,,,,,,UNNAMED,"1929",1073766622.463182926177979,618269.369572397670709
"786780459290487","720242423290487","85010497","48206268010497","2021","53","9","19","78921","1",,"2021","5","18",9.9,"2","501","5","0",48.610955,-118.246821,"3700","2","2","3",,M333Ag,"5305",9,,"1",2022/03/07 21:00:59,2024/08/13 12:52:24,OFFSET,14.5,,"1","4","24","201","3","1",,"2","0",,,"2","3","0",,,9.2,"1",,,,,,,,,,,,,,,,UNNAMED,"1929",1073766622.463182926177979,618269.369572397670709
"645308869126144","643410129126144","85010497","40220742010497","2020","53","9","19","62619","1",,"2020","8","26",10.2,"2","501","1","0",48.61659,-118.362283,"4100","2","2","2",,M333Ag,"5305",9,,"1",2021/05/18 17:29:43,2024/08/13 12:52:24,OFFSET,14.5,,"1","4","24","1","6","9",,"5","1",,,"2","3","0",,,9.2,"1",,,,,,,,,,,,,,,,UNNAMED,"1929",1073766622.463182926177979,618269.369572397670709
"490388167126144","468688377489998","95010497","29395686010497","2018","53","9","65","96018","1",,"2018","7","22",10.1,"2","501","5","0",48.609505,-117.65281,"3100","2","2","5",,M333Ad,"5305",7.2,,"1",2019/04/11 18:20:40,2024/08/13 13:13:47,OFFSET,15,,"1","4","24","201","2","8",,"4","1",,,"2","3","0",,,9.2,"2",,,,,,,,,,,,,,,,UNNAMED,"1929",1073766622.463182926177979,618269.369572397670709
"786780396290487","720242423290487","85010497","48206605010497","2021","53","9","19","69441","1",,"2021","5","27",9.9,"2","501","1","0",48.589512,-118.323063,"2700","2","2","3",,M333Ag,"5305",9,,"1",2022/03/07 21:00:49,2024/08/13 12:52:24,OFFSET,14.5,,"1","4","24","202","3","1",,"5","1",,,"2","3","0",,,9.2,"1",,,,,,,,,,,,,,,,UNNAMED,"1929",1073766622.463182926177979,618269.369572397670709
"750082843290487","719906688290487","95010497","48204855010497","2021","53","9","65","79829","1",,"2021","8","22",9.9,"2","501","2","1",48.594097,-117.735466,"3700","2","2","3",,M333Ad,"5305",9,,"1",2022/03/07 21:00:30,2024/08/13 13:13:47,OFFSET,14.5,,"1","4","24","1","6","10",,"5","0",,,"2","3","0",,,9.2,"1",,,,,,,,,,,,,,,,UNNAMED,"1929",1073766622.463182926177979,618269.369572397670709
"714229291290487","643410130126144","85010497","40403444010497","2020","53","9","19","90479","1",,"2020","5","14",9.7,"2","501","4","0",48.588002,-118.286084,"3300","2","2","2",,M333Ag,"5305",9,,"1",2021/05/18 17:30:04,2024/08/13 12:52:24,OFFSET,14.5,,"1","4","24","201","2","10",,"7","0",,,"2","3","0",,,9.2,"1",,,,,,,,,,,,,,,,UNNAMED,"1929",1073766622.463182926177979,618269.369572397670709
"444202315489998","384841469489998","85010497","22827502010497","2017","53","9","19","71673","1",,"2017","9","14",10.3,"2","501","7","0",48.598368,-118.47136,"6100","2","2","4",,M333Ag,"5305",7.1,,"1",2018/02/13 16:07:39,2024/08/13 12:52:24,OFFSET,15,,"1","4","24","201","2","7",,"3","1",,,"2","3","0",,,9.2,"2",,,,,,,,,,,,,,,,UNNAMED,"1929",1073766622.463182926177979,618269.369572397670709
"558630795126144","532456096126144","85010497","29883154010497","2019","53","9","19","70835","1",,"2019","8","22",10.2,"2","501","5","0",48.591917,-118.361809,"3700","2","2","1",,M333Ag,"5305",8,,"1",2020/02/11 14:23:47,2024/08/13 12:52:24,OFFSET,15,,"1","4","24","201","2","9",,"4","0",,,"2","3","0",,,9.2,"1",,,,,,,,,,,,,,,,UNNAMED,"1929",1073766622.463182926177979,618269.369572397670709
"558630797126144","532456096126144","85010497","29882890010497","2019","53","9","19","87902","1",,"2019","5","30",10,"2","501","5","0",48.590109,-118.39995,"4300","2","2","1",,M333Ag,"5305",8,,"1",2020/02/11 14:23:47,2024/08/13 12:52:24,OFFSET,15,,"1","4","24","203","2","9",,"5","0",,,"2","3","0",,,9.2,"1",,,,,,,,,,,,,,,,UNNAMED,"1929",1073766622.463182926177979,618269.369572397670709
"558630798126144","532456096126144","85010497","29882883010497","2019","53","9","19","59302","1",,"2019","8","22",10.2,"2","501","3","0",48.619429,-118.391039,"3500","2","2","1",,M333Ag,"5305",8,,"1",2020/02/11 14:23:47,2024/08/13 12:52:24,OFFSET,15,,"1","4","24","201","2","9",,"5","0",,,"2","3","0",,,9.2,"1",,,,,,,,,,,,,,,,UNNAMED,"1929",1073766622.463182926177979,618269.369572397670709
"484819425489998","468963851489998","85010497","22931171010497","2018","53","9","19","89144","1",,"2018","10","15",10.1,"2","501","4","0",48.589782,-118.208341,"2700","2","2","5",,M333Ae,"5305",7.2,,"1",2019/04/11 18:18:56,2024/08/13 12:52:24,OFFSET,15,,"1","4","24","1","6","7",,"4","0",,,"2","3","0",,,9.2,"2",,,,,,,,,,,,,,,,UNNAMED,"1929",1073766622.463182926177979,618269.369572397670709
"346864320489998","310278369489998","85010497","22399132010497","2016","53","9","19","74029","1",,"2016","8","2",10.1,"2","501","5","1",48.616108,-118.474027,"5500","2","2","3",,M333Ag,"5305",7,,"1",2017/03/29 08:54:36,2024/08/13 12:52:24,OFFSET,15,,"1","4","24","202","2","6",,"3","1",,,"2","3","0",,,9.2,"2",,,,,,,,,,,,,,,,UNNAMED,"1929",1073766622.463182926177979,618269.369572397670709
"484819435489998","468963851489998","85010497","22931270010497","2018","53","9","19","69824","1",,"2018","7","19",10.1,"2","501","5","0",48.617635,-118.432461,"4100","2","2","5",,M333Ag,"5305",7.2,,"1",2019/04/11 18:18:57,2024/08/13 12:52:24,OFFSET,15,,"1","4","24","1","6","7",,"7","0",,,"2","3","0",,,9.2,"2",,,,,,,,,,,,,,,,UNNAMED,"1929",1073766622.463182926177979,618269.369572397670709
"24046","153648002020004","85010497",,"2001","53","9","19","29","1",,"2001","9","12",,"0","559",,,48.590458,-118.184441,"262",,,,,M333Ae,"5305",0.1,,,2012/12/13 15:19:04,2024/08/13 12:52:24,,,,"1","4",,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNNAMED,"1929",1073766622.463182926177979,618269.369572397670709
"22398368010497","22132268010497","95010497",,"2002","53","9","65","97085","1",,"2003","8","15",,"1","501","5","0",48.640048,-117.724341,"3500",,,"4",,M333Ad,"5305",1.5,,"1",2008/01/25 11:23:58,2024/08/13 13:13:47,OFFSET,21.5,,"1","4","24","203","1","2",,"3",,,,"2","3","0",,,9.2,"1",,,,,,,,,,,"0","0","0",,,UNNAMED,"1929",1073766622.463182926177979,618269.369572397670709
"24873391010900","24548538010900","85010497",,"2004","53","9","19","80043","1",,"2004","8","10",,"1","501","5","0",48.738726,-118.385049,"4300",,,"1",,M333Ag,"5305",2,,"1",2005/04/18 21:14:23,2024/08/13 12:52:24,OFFSET,18,,"1","4","24","1","5","3","0","5",,,,"2","3","0",,,9.2,"2",,,,,,,,,,,,,,,,UNNAMED,"1929",1073766622.463182926177979,618269.369572397670709
"22398997010497","22132266010497","93010497",,"2005","53","9","51","70628","1",,"2005","8","17",,"1","501","5","4",48.708638,-117.600797,"3700",,,"2",,M333Ad,"5305",2,,"1",2008/01/24 20:43:48,2024/08/13 13:07:10,OFFSET,17,,"1","4","24","201","1","5",,"4",,,,"2","3","0",,,9.2,"2",,,,,,,,,,,,,,,,UNNAMED,"1929",1073766622.463182926177979,618269.369572397670709
"24136970010900","24120389010900","85010497",,"2002","53","9","19","82593","1",,"2002","7","9",,"1","501","6","0",48.742873,-118.459431,"5900",,,"4",,M333Ag,"5305",1.6,,"1",2005/04/17 10:21:43,2024/08/13 12:52:24,OFFSET,21.5,,"1","4","24","1","5","1","0","4",,,,"2","3","0",,,9.2,"1",,,,,,,,,,,"0","0","0",,,UNNAMED,"1929",1073766622.463182926177979,618269.369572397670709
"22398213010497","22132268010497","85010497",,"2002","53","9","19","85067","1",,"2003","7","14",,"1","501","8","0",48.665323,-118.460489,"6500",,,"4",,M333Ag,"5305",1.5,,"1",2008/01/25 11:37:04,2024/08/13 12:52:24,OFFSET,21.5,,"1","4","24","201","1","2",,"3",,,,"2","3","0",,,9.2,"1",,,,,,,,,,,"2","4","3",,,UNNAMED,"1929",1073766622.463182926177979,618269.369572397670709
"22398214010497","22132268010497","85010497",,"2002","53","9","19","87119","1",,"2003","5","25",,"1","501","4","1",48.635465,-118.202526,"4100",,,"4",,M333Ag,"5305",1.5,,"1",2008/01/25 11:37:11,2024/08/13 12:52:24,OFFSET,21.5,,"1","4","24","202","1","2",,"4",,,,"2","3","0",,,9.2,"1",,,,,,,,,,,"3","1","5",,,UNNAMED,"1929",1073766622.463182926177979,618269.369572397670709
"22398902010497","22132266010497","85010497",,"2005","53","9","19","64451","1",,"2005","8","13",,"1","501","8","0",48.662865,-118.382816,"5700",,,"2",,M333Ag,"5305",2,,"1",2008/01/24 21:05:35,2024/08/13 12:52:24,OFFSET,17,,"1","4","24","201","1","5",,"3",,,,"2","3","0",,,9.2,"2",,,,,,,,,,,,,,,,UNNAMED,"1929",1073766622.463182926177979,618269.369572397670709
"22398907010497","22132266010497","85010497",,"2005","53","9","19","66503","1",,"2005","8","12",,"1","501","7","0",48.643136,-118.355522,"5500",,,"2",,M333Ag,"5305",2,,"1",2008/01/24 21:06:39,2024/08/13 12:52:24,OFFSET,17,,"1","4","24","201","1","5",,"4",,,,"2","3","0",,,9.2,"2",,,,,,,,,,,,,,,,UNNAMED,"1929",1073766622.463182926177979,618269.369572397670709
"22398616010497","22132264010497","95010497",,"2003","53","9","65","71241","1",,"2003","8","23",,"1","501","7","0",48.659888,-117.681603,"3900",,,"5",,M333Ad,"5305",1.5,,"1",2008/01/25 11:50:53,2024/08/13 13:13:47,OFFSET,17.5,,"1","4","24","201","1","3",,"4",,,,"2","3","0",,,9.2,"1",,,,,,,,,,,"0","0","0",,,UNNAMED,"1929",1073766622.463182926177979,618269.369572397670709
"22398445010497","22132264010497","85010497",,"2003","53","9","19","51143","1",,"2003","7","9",,"1","501","2","0",48.635234,-118.167158,"4100",,,"5",,M333Ae,"5305",1.5,,"1",2008/01/25 12:27:56,2024/08/13 12:52:24,OFFSET,18,,"1","4","24","201","1","3",,"1",,,,"2","3","0",,,9.2,"1",,,,,,,,,,,"0","0","0",,,UNNAMED,"1929",1073766622.463182926177979,618269.369572397670709
"22398440010497","22132264010497","85010497",,"2003","53","9","19","66796","1",,"2003","7","2",,"1","501","5","0",48.641322,-118.423304,"4700",,,"5",,M333Ag,"5305",1.5,,"1",2008/01/25 12:26:51,2024/08/13 12:52:24,OFFSET,18,,"1","4","24","203","1","3",,"4",,,,"2","3","0",,,9.2,"1",,,,,,,,,,,"0","0","0",,,UNNAMED,"1929",1073766622.463182926177979,618269.369572397670709
"22398832010497","22132265010497","95010497",,"2004","53","9","65","65798","1",,"2004","8","14",,"1","501","2","4",48.635863,-117.64349,"3500",,,"1",,M333Ad,"5305",2,,"1",2008/01/25 10:19:51,2024/08/13 13:13:47,OFFSET,17.5,,"1","4","24","202","1","4",,"6",,,,"2","3","0",,,9.2,"2",,,,,,,,,,,,,,,,UNNAMED,"1929",1073766622.463182926177979,618269.369572397670709
"12982397010497","12963633010497","85010497",,"2005","53","9","19","85079","1",,"2005","8","16",,"1","501","7","0",48.675659,-118.160104,"3300",,,"2",,M333Ae,"5305",2,,"1",2006/02/23 14:51:25,2024/08/13 12:52:24,OFFSET,18,,"1","4","24","1","5","4","0","3",,,,"2","3","0",,,9.2,"2",,,,,,,,,,,,,,,,UNNAMED,"1929",1073766622.463182926177979,618269.369572397670709
"22398680010497","22132265010497","85010497",,"2004","53","9","19","99222","1",,"2004","8","12",,"1","501","5","0",48.742492,-118.416126,"5900",,,"1",,M333Ag,"5305",2,,"1",2008/01/25 10:52:19,2024/08/13 12:52:24,OFFSET,18,,"1","4","24","202","1","4",,"2",,,,"2","3","0",,,9.2,"2",,,,,,,,,,,,,,,,UNNAMED,"1929",1073766622.463182926177979,618269.369572397670709
"22398685010497","22132265010497","85010497",,"2004","53","9","19","61586","1",,"2004","8","26",,"1","501","7","0",48.64593,-118.459875,"5100",,,"1",,M333Ag,"5305",2,,"1",2008/01/25 10:53:38,2024/08/13 12:52:24,OFFSET,18,,"1","4","24","202","1","4",,"4",,,,"2","3","0",,,9.2,"2",,,,,,,,,,,,,,,,UNNAMED,"1929",1073766622.463182926177979,618269.369572397670709
"22399063010497","22132266010497","95010497",,"2005","53","9","65","66034","1",,"2005","8","16",,"1","501","7","4",48.657581,-117.715896,"3300",,,"2",,M333Ad,"5305",2,,"1",2008/01/24 21:15:53,2024/08/13 13:13:47,OFFSET,17,,"1","4","24","202","1","5",,"5",,,,"2","3","0",,,9.2,"2",,,,,,,,,,,,,,,,UNNAMED,"1929",1073766622.463182926177979,618269.369572397670709
